PMNAME,PMUNIT,PMSARATE,PMPURATE,PMMRRATE,PM_GSTPER,PMGROUP
APS WAX CRA 16,NOS,35,29.25,35,0,GENERAL
APS MAT PENC 10NO,NOS,50,40.42,50,0,GENERAL
APS POSTER COLO 12,NOS,120,92.56,120,0,GENERAL
RICE RED 500G,NOS,45,34,45,0,GENERAL
COCONUT MILK POW 100G,NOS,90,75,90,0,GENERAL
AKSH CURD POU 200G,NOS,20,17,20,0,GENERAL
CARRY BAG BIO 1KG,NOS,580,340,580,0,GENERAL
THANIA 500 G,OTHERS,28.5,0,30,0,GENERAL
TAPE DISPENSER SMALL,NOS,105,36,75,0,GENERAL
TAPE DISPENSER BIG,NOS,185,108,185,0,GENERAL
SPRITE 1.25LR,NOS,65,51.63,65,0,GENERAL
BINDER CLIP 32MM,NOS,84,28,84,0,GENERAL
DOMES SCALE 1INCH,NOS,12,8,12,0,GENERAL
DOMES SCALE1/2INCH,NOS,5,3.5,5,0,GENERAL
SCISSORS 001,NOS,35,15,35,0,GENERAL
ANNAPUR ATTA 500G,NOS,31,24.8,31,0,GENERAL
FONZO 160ML,NOS,10,7.5,10,0,GENERAL
PANEER SODA 200ML,NOS,12,6.63,12,0,GENERAL
THANIA 250 G,OTHERS,14.25,0,15,0,GENERAL
FIAMA HANDWASH 400ML,NOS,150,123,150,0,GENERAL
FIAMA BODYWASH,NOS,199,173.67,199,0,GENERAL
AACHI MASAL VADAMIX,NOS,65,52.46,65,0,GENERAL
GILL BREEZ RAZ,NOS,325,244,325,0,GENERAL
GILL VECT CART 2,NOS,65,56.12,65,0,GENERAL
GILL FUSION 2S,NOS,550,475,550,0,GENERAL
CLEAN&CLE FA WA100,NOS,155,138.39,155,0,GENERAL
GINGER BEER 330ML,NOS,80,62.41,80,0,GENERAL
MONETTA COOK 300G,NOS,240,187.19,240,0,GENERAL
COOLBERG 330ML,NOS,79,52.66,79,0,GENERAL
PEARS FW60g,OTHERS,160,95.28,105,0,GENERAL
RAJARAM KAJU RUSK 250G,NOS,70,57,70,0,GENERAL
PAMP XL 20S,NOS,399,293.82,399,0,GENERAL
QUINOA,NOS,295,295,295,0,GENERAL
MAYO ACHARI NL 190G,NOS,55,41.25,55,0,GENERAL
MAY GAR CHE NL,NOS,55,41.25,55,0,GENERAL
MAYO VEG NL 190G,NOS,50,37.5,50,0,GENERAL
CHOCO SPR NL,NOS,129,100,129,0,GENERAL
FILE 30 LEAF,NOS,128,55,128,0,GENERAL
ODOMOS SPRAY 100G,NOS,90,79.46,85,0,GENERAL
BOOST,NOS,5,1.81,2,0,GENERAL
FAL ADV MV50G RL,OTHERS,102,86.36,102,0,GENERAL
PARA 175ML,NOS,70,63.28,70,0,GENERAL
PARA JAS 190ML,NOS,85,77.27,85,0,GENERAL
HERSHEYS 100G,NOS,150,126,150,0,GENERAL
ALOFRUT COCO WAT200ML,NOS,50,37.5,50,0,GENERAL
ANIL VERMI 450G,NOS,43,35.14,43,0,GENERAL
ANIL TAM VERMI200G,NOS,24,19.84,24,0,GENERAL
ANIL KAMB VERM180G,NOS,29,23.98,29,0,GENERAL
ANIL RAGI VERM450G,NOS,52,46.09,52,0,GENERAL
ANIL THIN VERM180G,NOS,31,25.63,31,0,GENERAL
AMRU ROLLON 50ML,NOS,100,75.57,100,0,GENERAL
AMRU ORS 200ML,NOS,35,21,35,0,GENERAL
FUNFOOD PIZZA 100G,NOS,39,32.95,39,0,GENERAL
MOOV GEL REL 50G,NOS,179,146.33,179,0,GENERAL
VOLINI GEL 30G,NOS,120,96,120,0,GENERAL
COOKIES WEET,NOS,40,32,40,0,GENERAL
COMB MEDI,NOS,12,5.5,12,0,GENERAL
RITE BITE 150G,NOS,199,159.3,199,0,GENERAL
RITE BITE PENUT BUT,NOS,199,159.71,199,0,GENERAL
AKSHA COW MILK,NOS,40,36,40,0,GENERAL
DORITOS 44G,NOS,20,26.6,20,0,GENERAL
EPIGAMIA 90GM,NOS,50,40,50,0,GENERAL
EPIGAMIA 75GM,NOS,30,24,30,0,GENERAL
MOP WIPER RE(J),NOS,98,47,98,0,GENERAL
MOP CEELING DUST,NOS,175,96,175,0,GENERAL
WIPER TAPLE (J),NOS,40,18,40,0,GENERAL
AJI NO MOTO 13G,NOS,5,4.2,5,0,GENERAL
AJI NO MOTO 50G,NOS,22,17,22,0,GENERAL
SAFA CASHEW RUSK,NOS,70,57,70,0,GENERAL
RAJARAM JULJUBES,NOS,35,28,35,0,GENERAL
DALDA 1LR,NOS,210,155,210,0,GENERAL
VELLAM 1 KG,OTHERS,19,0,20,0,GENERAL
RUCHI PAM OIL1LR,NOS,170,126.5,170,0,GENERAL
GOOD GOLDFLASH,NOS,75,64.56,75,0,GENERAL
TIGER POWDER 100G,NOS,23,16.5,23,0,GENERAL
MTR RAVA IDLY 1KG,NOS,225,162,225,0,GENERAL
SABINA D/W 145ML,NOS,20,17,20,0,GENERAL
SABINA D/W 250ML,NOS,45,40,45,0,GENERAL
CRISP PUFFED RICE 100G,NOS,35,24.5,35,0,GENERAL
V.I.P.40ML,NOS,96,81.5,96,0,GENERAL
GOKUL BBCREAM 25GM,NOS,75,62,75,0,GENERAL
GINGLY OIL MURUGU1LR,NOS,399,300.4,399,0,GENERAL
TURMERID 500 G,OTHERS,28.5,0,30,0,GENERAL
NIPPO BUTTEN BATT,NOS,30,18,30,0,GENERAL
UDAYA KRIS 500ML,NOS,368,300,368,0,GENERAL
UDHYA KRIS 200ML,NOS,154,125,154,0,GENERAL
AACHI ADHIRASAM 500GM,NOS,90,67.46,90,0,GENERAL
APSARA N/E JUMBO,NOS,5,3.85,5,0,GENERAL
APSARA H/P.PENCIL,NOS,6,4.7,6,0,GENERAL
BISLERI GEL 25ML,NOS,25,21,25,0,GENERAL
BAULI MOONFILS,NOS,15,12.3,15,0,GENERAL
BEAULI SPYROLL,NOS,10,8.2,10,0,GENERAL
RICE OLAM BASMATHI1KG,NOS,180,105.03,180,0,GENERAL
TURMERID 250 G,OTHERS,9.5,0,10,0,GENERAL
POTATO CHIPS YELLOW,NOS,10,8,10,0,GENERAL
GRB SOANPAPODI 200G,NOS,65,56,65,0,GENERAL
GRB GULABJAMUN 175GM,NOS,130,98,130,0,GENERAL
GRB CAN JAMUN 500G,NOS,115,98,115,0,GENERAL
GRB CAN RASAGULLA 500G,NOS,115,98,115,0,GENERAL
BISLERI SPRAY100ML,NOS,65,55,65,0,GENERAL
HAPIMA CRISPMIX 72G,NOS,20,15,20,0,GENERAL
NIPPO 15WATT,NOS,325,185,325,0,GENERAL
NIPPO RC 0.5W,NOS,200,165,200,0,GENERAL
NIPPO LED RADIUM,NOS,125,106,125,0,GENERAL
EXO STEEL SCRUB,OTHERS,20,6.82,10,0,GENERAL
BANK CARD,NOS,10,10,10,0,GENERAL
PERMENT MAR,NOS,25,13,25,0,GENERAL
BRI BOURBON 150G,NOS,30,27,30,0,GENERAL
NIVEA MEN ROLL50ML,NOS,199,150,199,0,GENERAL
DETTOL BODYWASH250ML,NOS,200,147,200,0,GENERAL
HIMALAYA COCO BUT100ML,NOS,85,72.53,85,0,GENERAL
DURA CHOTA AA,NOS,20,15.51,20,0,GENERAL
DURA CHOTA AAA,NOS,20,15.5,20,0,GENERAL
MARJBORO,NOS,175,175,175,0,GENERAL
CAREFREE PANTY LINER20,NOS,99,88.39,99,0,GENERAL
SB THICK PAD,OTHERS,15,13.16,15,0,GENERAL
DABUR TAMRIND 200G,NOS,48,31.72,48,0,GENERAL
UDAYAM GRP 1KG,NOS,709,709,709,0,GENERAL
SNACKS AKSHYA70G,NOS,20,16.18,20,0,GENERAL
KISSAN PEANUT BUTT100G,NOS,50,42.16,50,0,GENERAL
SUGAR GOLD 500,NOS,270,231.76,270,0,GENERAL
GINGELLY OIL MURUGU1LR,NOS,399,300,399,0,GENERAL
FEVI COL 100GM,NOS,45,40,45,0,GENERAL
POSTER COLOUR 6NO,NOS,100,80,100,0,GENERAL
CLOTH CLIP SITAFAL12NO,NOS,105,40,105,0,GENERAL
NYLON ROPE 2012,NOS,110,24,110,0,GENERAL
FLOOR MAT PLASTIC,OTHERS,195,120,195,0,GENERAL
CLOTH CLIP RAJWADI12NO,NOS,60,28,60,0,GENERAL
SOAP BOX RELIANCE,NOS,55,29,55,0,GENERAL
PAVADI NATA.1,NOS,20,5.5,20,0,GENERAL
CYCLE SAND CONE,NOS,10,8.33,10,0,GENERAL
NIPPO TORCH 0.5W,NOS,200,165,200,0,GENERAL
FERRERO CHO 16P,NOS,529,454.94,529,0,GENERAL
CELLO TAPE RED,NOS,245,140,245,0,GENERAL
AACHI PEPPER POW100G,NOS,95,63.19,95,0,GENERAL
AACHI CHILLI CHI100G,NOS,60,38,60,0,GENERAL
AACHI LEMONRICE 50G,NOS,26,11.5,26,0,GENERAL
AACHI BADAM MIX 100G,NOS,80,64.57,80,0,GENERAL
AACHI HYDER BRI MAS 177G,NOS,50,39.98,50,0,GENERAL
GREEN GRAM SPLIT 500G,NOS,88,44,88,0,GENERAL
NIVEA SOFT100ML,NOS,185,148,185,0,GENERAL
NIVEA ROLLON 150ML,NOS,199,150,199,0,GENERAL
LIRIL BODY WASH250ML,NOS,197,98.5,197,0,GENERAL
PEARS BODY WASH 250ML,NOS,197,98.5,197,0,GENERAL
OMAMWATER 700ML,NOS,52,37,52,0,GENERAL
SCOTCHBRITE WIPE 1NO,NOS,50,43.83,50,0,GENERAL
SCOTCH BRITE WIPE3NO,NOS,70,61.37,70,0,GENERAL
DUKES BOURBON,NOS,30,15,30,0,GENERAL
SAVLON SURFACE DIS SPRAY,NOS,159,134.32,159,0,GENERAL
KOLLU 100GM,NOS,28,25,30,0,GENERAL
MOP BISON TWIST,NOS,265,165,265,0,GENERAL
MILKIST BIS,NOS,50,40,50,0,GENERAL
TATA HIMA SALT 1KG,NOS,120,100,120,0,GENERAL
BOUNTY 57GM,NOS,55,48.7,55,0,GENERAL
FLOOR MAT SHIVAJI(J),NOS,92,49.25,92,0,GENERAL
FLOOR MAT BOX(J),NOS,75,39.5,75,0,GENERAL
GRB GHEE 1LR,NOS,685,580,685,0,GENERAL
PEPSODENT COMPLETE 250 G,OTHERS,90,81.82,70,0,GENERAL
FROOTI 600ML,NOS,40,37.03,40,0,GENERAL
SCOT KITC CLOVES,NOS,110,96.5,110,0,GENERAL
BLACK ELL SAMBA100G,NOS,23,18,23,0,GENERAL
WHITE ELL SAMBA100G,NOS,23,18,23,0,GENERAL
EVER FISH CURRY50G,NOS,40,33.6,40,0,GENERAL
NIPPO PRIT TORCH,NOS,100,85,100,0,GENERAL
CORDBOARD BOX,NOS,10,10,10,0,GENERAL
VINAY ROUND BOWL180M,NOS,140,52,140,0,GENERAL
PRE WOVEN KIT TOWEL200,NOS,190,146.83,190,0,GENERAL
ATHIRASAM 275G,NOS,65,48,65,0,GENERAL
NEW PEPSODENT DECAY PROTECTION 175,OTHERS,42.75,0,45,0,GENERAL
SOMAS 200GM,NOS,65,48,65,0,GENERAL
RAVA LADDU 200G,NOS,55,43.33,55,0,GENERAL
THUTHUKUDI MACROONS 90G,NOS,60,41.1,60,0,GENERAL
THEAN MITTAI 135,NOS,35,26.25,35,0,GENERAL
PLASTIC BOX 250ML,NOS,7,3.8,7,0,GENERAL
PLASTIC BOX 500ML,NOS,9,4.8,9,0,GENERAL
EPI NATURAL 400GM,NOS,200,160,200,0,GENERAL
V DO NOODLES,NOS,82,42,82,0,GENERAL
CLOSE-UP ACTIVE GEL 150+80 G,OTHERS,82,74.55,82,0,GENERAL
SMT CORN FLOUR POWDER 500 G,OTHERS,15.2,0,16,0,GENERAL
MAGGI CUP 75 G,OTHERS,50,45.45,50,0,GENERAL
NAWAB PREMIUM AROMATIC RICE 1 KG,OTHERS,47.5,0,50,0,GENERAL
INDIA GATE CLASSIC 1 KG,OTHERS,210,165.38,216,0,GENERAL
LONG GRAIN RICE 1 KG,OTHERS,39.9,0,42,0,GENERAL
INDULEKHA SHP7.5M,OTHERS,5,3.33,5,0,GENERAL
ROYAL RICE 1 KG,OTHERS,66.5,0,70,0,GENERAL
ZIP LOCK 3*4 10G,OTHERS,1,1,1,0,GENERAL
RED LABEL 1kg,OTHERS,430,0,430,0,GENERAL
KRISHNA RICE 1 KG,OTHERS,22.8,0,24,0,GENERAL
VIBRO PANEER 300ML,OTHERS,35,30.1,35,0,GENERAL
MAYSHUR DHAL 1 KG,OTHERS,34.2,0,36,0,GENERAL
MAYSHUR DHAL 500 G,OTHERS,17.1,0,18,0,GENERAL
MAYSHUR DHAL250 G,OTHERS,8.55,0,9,0,GENERAL
JAV VARISI 100 G,OTHERS,3.8,0,4,0,GENERAL
COLGATE ZIGZAG,OTHERS,20.9,22.33,22,0,GENERAL
NEWS PAPER,OTHERS,20,0,20,0,GENERAL
COLGATE SALT&LEMON100g,OTHERS,56,50.91,56,0,GENERAL
PEPSODENT TOOTH BRUSH,OTHERS,30,21.43,30,0,GENERAL
APSARA PLA PENCIL10NO,OTHERS,50,40.62,50,0,GENERAL
PEPSODENT PERFECT,OTHERS,19,0,20,0,GENERAL
PEPSODENT EXPERT,OTHERS,58.9,0,62,0,GENERAL
ORAL-B TOOTH BRUSH,OTHERS,13.3,16.33,14,0,GENERAL
SHARP KIDS TOOTH BRUSH,OTHERS,4.75,0,5,0,GENERAL
KINDER JOY PAC,OTHERS,10,8.71,10,0,GENERAL
NIPPO GOLD CELL,OTHERS,20,17,20,0,GENERAL
RAJARAM MANAPPARAI,OTHERS,32,27,32,0,GENERAL
RAJARAM SALTED(P),OTHERS,30,8,30,0,GENERAL
RAJARAM SESAME BALLS,OTHERS,55,44,55,0,GENERAL
RAJARAM PUPED RICE,OTHERS,16,16,20,0,GENERAL
RAJARAM KARASEV,OTHERS,27,21.5,27,0,GENERAL
RAJARAM PAKODA(P),OTHERS,30,24,30,0,GENERAL
RAJARAM GROUND CUBS,OTHERS,45,36,45,0,GENERAL
GILL VENUS DIS,OTHERS,60,52.11,60,0,GENERAL
RAJARAM GRAM BALLS,OTHERS,50,40,50,0,GENERAL
STEEL GLASS (SMALL),OTHERS,9.5,0,10,0,GENERAL
RAJARAM GROUND BALLS,OTHERS,50,40,50,0,GENERAL
RAJARAM KARA MURUKU,OTHERS,35,24,32,0,GENERAL
RAJARAM PUPED MASALA,OTHERS,35,10,27,0,GENERAL
RAJARAM PLAIN(P),OTHERS,20,11,16,0,GENERAL
RAJARAM MASALA(P),OTHERS,35,28,30,0,GENERAL
RAJARAM WHIT MURUKU,OTHERS,35,24,35,0,GENERAL
RAJARAM GROUND NICE,OTHERS,40,24,27,0,GENERAL
GILL VECT3 RACER,OTHERS,110,92.83,110,0,GENERAL
SPICY POPCORN,OTHERS,8.55,0,9,0,GENERAL
KRISHNA GHEE 50 G,OTHERS,8.55,0,9,0,GENERAL
STEEL GLASS (BIG),OTHERS,14.25,0,15,0,GENERAL
KRISHNA GHEE 100 G,OTHERS,17.1,0,18,0,GENERAL
KRISHNA GHEE 250 G,OTHERS,42.75,0,45,0,GENERAL
KRISHNA GHEE 500 G,OTHERS,80.75,0,85,0,GENERAL
KRISHNA GHEE 1 KG,OTHERS,161.5,0,170,0,GENERAL
KRISHNA BUTTER 100 G,OTHERS,13.3,0,14,0,GENERAL
KRISHNA BUTTER 250 G,OTHERS,33.25,0,35,0,GENERAL
KRISHNA BUTTER 500 G,OTHERS,61.75,0,65,0,GENERAL
JAYA ATTA,OTHERS,8.55,0,9,0,GENERAL
JAYA GRAM FLOUR 500 G,OTHERS,19,0,20,0,GENERAL
JAYA RICE FLOUR 500 G,OTHERS,9.5,0,10,0,GENERAL
AACHI MIXED JAM 450GM,NOS,175,148.76,175,0,GENERAL
CAKE,NOS,10,9,10,0,GENERAL
CASMATIC,NOS,10,10,10,0,GENERAL
CHOCOLATE,NOS,35,160,165,0,GENERAL
COOL DRINK,NOS,40,21.75,30,0,GENERAL
HAIR DYE,NOS,10,10,10,0,GENERAL
ICE CREAM,NOS,10,10,10,0,GENERAL
NOODIES,NOS,27,42,82,0,GENERAL
SHAMPOO,NOS,3,9,10,0,GENERAL
DETTOL COOL 100 G,OTHERS,18,0,18,0,GENERAL
KISSAN CHILLI SAUCE 200 G,OTHERS,65,59.63,30,0,GENERAL
JAYA GRAM FLOUR 200 G,OTHERS,9.5,0,10,0,GENERAL
PAPER PLATE (NO 10),OTHERS,105,30,105,0,GENERAL
PAPER PLATE (NO 7),OTHERS,50,16,55,0,GENERAL
PAPER PLATE (NO 6),OTHERS,45,18,45,0,GENERAL
RASANA MANGO,OTHERS,6,4,6,0,GENERAL
RASANA LIME NIMBU PANI,OTHERS,28.5,0,30,0,GENERAL
RASANA PINEAPPLE,OTHERS,28.5,0,30,0,GENERAL
KISSAN PINE JAM500G,OTHERS,160,146.79,160,0,GENERAL
TOUNGE CLEANER 1 ps,OTHERS,16,0,4,0,GENERAL
PERFECT LAMP CUP,OTHERS,9.5,0,10,0,GENERAL
WATER JUG,OTHERS,28,17,28,0,GENERAL
COMB,OTHERS,5,2,5,0,GENERAL
SCOTCH BRITE STEEL big,OTHERS,40,35.7,40,0,GENERAL
AIR FRESHNER  300 ML,OTHERS,149,100,149,0,GENERAL
RAJARAM OMAPODI,OTHERS,35,11,27,0,GENERAL
CLOTH CLIP,OTHERS,45,24,40,0,GENERAL
KANGARO STAPLERPIN1NO,OTHERS,10,7,9,0,GENERAL
STEEL PLATE,OTHERS,33.25,0,35,0,GENERAL
ODOMOS CREAM,OTHERS,15,13.2,15,0,GENERAL
PEARS PURE & GENTLE ( 225+75 G),OTHERS,259,151.12,259,0,GENERAL
CLINIC PLUS 100 ML,OTHERS,60,52.42,60,0,GENERAL
VASELINE ad REPAIR100ml,OTHERS,150,127.27,0,0,GENERAL
ALUMINIUM BOX 750 ml,OTHERS,7,3.2,6,0,GENERAL
TRESEMME SHAMP185ml,OTHERS,164,141.71,130,0,GENERAL
TRESMMESHAMP 185Mml,OTHERS,187,170,187,0,GENERAL
SUNSILK SHP 7.5ml,OTHERS,3,2.19,3,0,GENERAL
SUNSILK SHAMP 340m,OTHERS,215,184.4,215,0,GENERAL
SUNSILK SHAMP80m,OTHERS,60,49.83,60,0,GENERAL
TRESEMME SHAMP 85ml,OTHERS,70,61.73,70,0,GENERAL
SUNSILK SHAMPOO340m,OTHERS,165,150,165,0,GENERAL
SUNSILK SAMPOO180ml,OTHERS,145,99.65,145,0,GENERAL
CLINIC PLUS30ml,OTHERS,15,13.63,15,0,GENERAL
CLINICPLUS 7.5ml,OTHERS,2,1.43,2,0,GENERAL
CAD SILK FRUIT&NUT55g,OTHERS,45,60.63,45,0,GENERAL
CLINICPLUS340ml,OTHERS,145,131.82,145,0,GENERAL
CLINIC CLEAR7ml,OTHERS,1,2.04,3,0,GENERAL
DOVE DSH CONDR 80ml,OTHERS,90,76.91,90,0,GENERAL
CLINICPLUS 80ml,OTHERS,52,45.85,52,0,GENERAL
CLINIC PLUS6ml,OTHERS,1,0.78,1,0,GENERAL
COMPLAN CLASSIC(r)500g,OTHERS,235,222.52,235,0,GENERAL
COMPLAN PISTA(r)500g,OTHERS,315,0,315,0,GENERAL
COMPLAN NUTRI(r)400g,OTHERS,299,221.39,299,0,GENERAL
CAD SILK CHO150g,OTHERS,175,156.26,175,0,GENERAL
RICE COW 5KG,OTHERS,375,270,375,0,GENERAL
COMPLAN KHEER(r)400g,OTHERS,315,288.99,315,0,GENERAL
SUNFEAST YIPPPE,OTHERS,23,21.14,23,0,GENERAL
COMFORT 18m,OTHERS,5,2.33,3,0,GENERAL
AYUSH SOAP100gm,OTHERS,30,27.88,30,0,GENERAL
ALL OUT LIQUID (45 DAYS),OTHERS,75,63.36,75,0,GENERAL
COMPLAN CHO(r)500g,OTHERS,289,259.83,289,0,GENERAL
GOOD NIGHT SILVER REFILL 45ML,OTHERS,43.7,34.9,46,0,GENERAL
MARGO SOAP 100 G,OTHERS,30,25.37,30,0,GENERAL
PEARS BATHING BAR 75 G,OTHERS,50,45.37,50,0,GENERAL
CINTHOL SOAP 75 G,OTHERS,26,26.79,26,0,GENERAL
HIT- MOSQUITOES 250 ML,OTHERS,65,58.21,65,0,GENERAL
HIT- COCKROACHES 250 ML,OTHERS,98,87.31,98,0,GENERAL
HIT- COCKROACHES 500 ML,OTHERS,266,236.98,266,0,GENERAL
HIT- COCKROACHES 320 ML,OTHERS,172,154.02,172,0,GENERAL
HIT- MOSQUITOES 320 ML,OTHERS,106.4,0,112,0,GENERAL
HIT- MOSQUITOES 500 ML,OTHERS,266,162.14,266,0,GENERAL
GOOD NIGHT ADVANCED 500 ML,OTHERS,144,116.95,149,0,GENERAL
COCONUTOIL VIVASAYEE1LR,OTHERS,389,288,379,0,GENERAL
RO FANTAFLO BLUE,OTHERS,10,7.9,10,0,GENERAL
HERSHEY S CHOCKLATE MILK MIX 600 ML,OTHERS,35,30,35,0,GENERAL
KIWI KLEEN TOILET CLEANER 375 ML,OTHERS,59.85,0,63,0,GENERAL
KIWK KLEEN PURPOSE CLEANER 500 ML,OTHERS,55.1,0,58,0,GENERAL
KIWI KLEEN TOILET CLEANER 125 G,OTHERS,31.35,0,33,0,GENERAL
KIWI KLEEN CISTERN BLOCK 50 G(APPLE,OTHERS,31.35,0,33,0,GENERAL
KIWI SPONGE,OTHERS,65,60,65,0,GENERAL
TANG MANGO500GM,OTHERS,125,102.29,125,0,GENERAL
KIWI KLEEN (DRANEX) 50 G,OTHERS,12.35,0,13,0,GENERAL
HERSHEY S 250 G,OTHERS,95,80.75,95,0,GENERAL
KIWI KLEEN TOILET CLEANER 500 ML,OTHERS,38,0,40,0,GENERAL
NUTELLA 160GM,OTHERS,220,184.8,220,0,GENERAL
DRY GINGER50g,OTHERS,30,0,30,0,GENERAL
KIWI KLEEN TOILET CLEANER 200 ML,OTHERS,18.05,0,19,0,GENERAL
KIWI KLEEN TOILET CLEANER 700 ML,OTHERS,43.7,0,46,0,GENERAL
PANTEEN SHAMPOO 200ML,OTHERS,180,105.96,120,0,GENERAL
HARPIC TRIPLE ACTION 35 ML,OTHERS,5,0,3.5,0,GENERAL
PARRY SUGAR 2KG JAR,OTHERS,50.35,19,53,0,GENERAL
PARRY SUGAR 1KG JAR,OTHERS,50,19.8,50,0,GENERAL
GOOD NIGHT TWINPACK,OTHERS,134,117.86,134,0,GENERAL
NYCIL SANDAL POWDER 150 G,OTHERS,110,0,110,0,GENERAL
NYCIL POWDER 100 G,OTHERS,110,0,110,0,GENERAL
NYCIL CLASSIC POWDER 150 G,OTHERS,115,93.43,115,0,GENERAL
NYCIL SANDAL POWDER 100G,OTHERS,33.25,0,35,0,GENERAL
TSR SANTOL 140 G,OTHERS,49.4,0,52,0,GENERAL
GOOD NIGHT SILVER REFILL 90 ML,OTHERS,65.55,0,69,0,GENERAL
GOOA NIGHT LIQUID 45 ML,OTHERS,75,65.79,72,0,GENERAL
MEDIMIX OIL 100g,OTHERS,40,36,40,0,GENERAL
KWALITY KULFI 50ML,OTHERS,30,16.66,30,0,GENERAL
KWALITY TUTTIFRUIT700ML,OTHERS,129,107.5,129,0,GENERAL
KWALITY VANILLA700ML,OTHERS,99,82.5,30,0,GENERAL
KWALITY VANILLASUP90ML,OTHERS,15,12.5,15,0,GENERAL
PAPERBOAT180ML,OTHERS,30,25,30,0,GENERAL
KWALITYSTRAW700ML,OTHERS,99,82.5,99,0,GENERAL
HIT- RATS,OTHERS,12,26.17,8,0,GENERAL
CAD FRUIT&NUT36g,OTHERS,45,40.18,45,0,GENERAL
HIT- CHALK,OTHERS,12,0,12,0,GENERAL
KIWI LEATHER (BLACK) 75 ML,OTHERS,49,44.55,49,0,GENERAL
KIWI LEATHER ( NEUTRAL) 75 ML,OTHERS,40.85,0,43,0,GENERAL
KIWI EXPRESS SHINE ( BLACK) 75 ML,OTHERS,40.85,0,43,0,GENERAL
KIWI CLASSIC (BLACK) 40 ML,OTHERS,22.8,0,24,0,GENERAL
KIWI LEATHER SHOE SHINE BRUSH,OTHERS,19.95,0,21,0,GENERAL
KIWI 2-1 BRUSH,OTHERS,37.05,0,39,0,GENERAL
KIWI SHOE POLISH (BLACK) 40 ML,OTHERS,65,59.08,65,0,GENERAL
KIWI SHOE POLISH 15 G,OTHERS,12.35,0,13,0,GENERAL
KIWI SHOE SHINE SPONGE,OTHERS,11.4,0,12,0,GENERAL
GOOD NIGHT (MACHINE),OTHERS,79,66.9,79,0,GENERAL
GOOD NIGHT ACTIVE PIUS (LIQUID),OTHERS,72,40.1,45,0,GENERAL
GOOD NIGHT ACTIVE PLUS,OTHERS,99,115.73,96,0,GENERAL
GOOD NIGHT FABRIC ROLL,OTHERS,75,63.08,75,0,GENERAL
GOOD NIGHT 15 NIGHTS REFILL PLUS,OTHERS,35,31.82,34,0,GENERAL
GOOD NIGHT SILVER POWER MAT,OTHERS,47.5,0,50,0,GENERAL
DRY GINGER100g,OTHERS,60,23,65,0,GENERAL
HIT KILLS HIDDEN (RED) 150 ML,OTHERS,46.55,0,49,0,GENERAL
GOOD NIGHT ADVANCED 250 ML,OTHERS,75,65.79,75,0,GENERAL
HIT MOSQUITOES,OTHERS,65,58.21,65,0,GENERAL
GOOD NIGHT MINI JUMBO,OTHERS,15.2,0,16,0,GENERAL
HIT KATHI,OTHERS,9.5,25.51,10,0,GENERAL
GOOD NIGHT MAHA JUMBO,OTHERS,35,30.55,25,0,GENERAL
GOOD NIGHT MAHA JUMBO(4COIL FREE),OTHERS,34,17.46,21,0,GENERAL
PARRYS WHITE SUGAR,OTHERS,55,45,55,0,GENERAL
PARRYS SUGAR PURE 1 kg,OTHERS,60,48.24,60,0,GENERAL
MAXO REPLNTSTICK,OTHERS,72,16.17,20,0,GENERAL
BROOM DOUBLE SMALL,OTHERS,80,51,80,0,GENERAL
WATER BOTTLE PRINCE,OTHERS,145,68,145,0,GENERAL
PURE MAGIC,OTHERS,13.3,0,14,0,GENERAL
TOILET CLEA PACK500ML,OTHERS,42,25.21,42,0,GENERAL
TIGER BRITA 180 G,OTHERS,9.5,0,10,0,GENERAL
TIGER 66 G,OTHERS,3,2.57,3,0,GENERAL
FAIR&LOVELY MV15G,OTHERS,20,17.43,20,0,GENERAL
FAIR&LOVELY 50 G,OTHERS,106,96.36,62,0,GENERAL
FAIR&LOVELY MENZ ACTIVE 25 G,OTHERS,75,68.18,75,0,GENERAL
FAIR&LOVELY MENZ ACTIVE 50 G,OTHERS,130,118.18,130,0,GENERAL
RED BULLSUMMER 250ML,OTHERS,115,90,115,0,GENERAL
FAL FACE WASH50G,OTHERS,65,109.09,65,0,GENERAL
FAIR&LOVELYAYUR25G,OTHERS,125,65.45,125,0,GENERAL
VICCO TURMERIC 15 G,OTHERS,30.4,65,32,0,GENERAL
VICCO TURMERIC 30 G,OTHERS,52,46.28,52,0,GENERAL
JUG DX,OTHERS,28.5,0,30,0,GENERAL
EMAMI FAIR AND HANDSOME 9 ML,OTHERS,30,25.65,30,0,GENERAL
RAMANAS ENERGY FLOUR 500 G,OTHERS,47.5,0,50,0,GENERAL
MOOV SPRAY35g,OTHERS,140,119.06,140,0,GENERAL
MOOV 25 G,OTHERS,125,102.19,125,0,GENERAL
REVIVE POWDER 200 G,OTHERS,65,58.44,65,0,GENERAL
SOAP BOX,OTHERS,30,7,20,0,GENERAL
REXONA SPRAY 75 ML,OTHERS,78.85,0,83,0,GENERAL
SPINZ DEO SPRAY,OTHERS,190,133,190,0,GENERAL
BISILERI WATER 2LR,OTHERS,30,21.67,30,0,GENERAL
VICKS VOPORUB 25 G,OTHERS,99,76,99,0,GENERAL
VICKS VAPORUB 50 G,OTHERS,170,130.52,170,0,GENERAL
NAV RATHNA OIL 100 ML,OTHERS,75,65.5,75,0,GENERAL
